titleSlug,title,difficulty,acceptanceRate,paidOnly,topicTags,categorySlug
watering-plants-ii,Watering Plants II,Medium,49.32161284,FALSE,"array,two-pointers,simulation",algorithms
maximum-fruits-harvested-after-at-most-k-steps,Maximum Fruits Harvested After at Most K Steps,Hard,34.95878842,FALSE,"array,binary-search,sliding-window,prefix-sum",algorithms
number-of-unique-flavors-after-sharing-k-candies,Number of Unique Flavors After Sharing K Candies,Medium,56.07910156,TRUE,"array,hash-table,sliding-window",algorithms
find-first-palindromic-string-in-the-array,Find First Palindromic String in the Array,Easy,78.55872632,FALSE,"array,two-pointers,string",algorithms
adding-spaces-to-a-string,Adding Spaces to a String,Medium,56.47636476,FALSE,"array,string,simulation",algorithms
number-of-smooth-descent-periods-of-a-stock,Number of Smooth Descent Periods of a Stock,Medium,57.95420277,FALSE,"array,math,dynamic-programming",algorithms
minimum-operations-to-make-the-array-k-increasing,Minimum Operations to Make the Array K-Increasing,Hard,37.62588683,FALSE,"array,binary-search",algorithms
the-airport-with-the-most-traffic,The Airport With the Most Traffic,Medium,70.44794953,TRUE,database,database
elements-in-array-after-removing-and-replacing-elements,Elements in Array After Removing and Replacing Elements,Medium,73.40529931,TRUE,array,algorithms
maximum-number-of-words-found-in-sentences,Maximum Number of Words Found in Sentences,Easy,87.02158414,FALSE,"array,string",algorithms
find-all-possible-recipes-from-given-supplies,Find All Possible Recipes from Given Supplies,Medium,48.4142462,FALSE,"array,hash-table,string,graph,topological-sort",algorithms
check-if-a-parentheses-string-can-be-valid,Check if a Parentheses String Can Be Valid,Medium,30.94191899,FALSE,"string,stack,greedy",algorithms
abbreviating-the-product-of-a-range,Abbreviating the Product of a Range,Hard,26.99293643,FALSE,math,algorithms
build-the-equation,Build the Equation,Hard,56.62020906,TRUE,database,database
a-number-after-a-double-reversal,A Number After a Double Reversal,Easy,77.07320432,FALSE,math,algorithms
execution-of-all-suffix-instructions-staying-in-a-grid,Execution of All Suffix Instructions Staying in a Grid,Medium,83.22223798,FALSE,"string,simulation",algorithms
intervals-between-identical-elements,Intervals Between Identical Elements,Medium,43.65499009,FALSE,"array,hash-table,prefix-sum",algorithms
recover-the-original-array,Recover the Original Array,Hard,38.48357276,FALSE,"array,hash-table,sorting,enumeration",algorithms
minimum-operations-to-remove-adjacent-ones-in-matrix,Minimum Operations to Remove Adjacent Ones in Matrix,Hard,41.07244723,TRUE,"array,graph,matrix",algorithms
check-if-all-as-appears-before-all-bs,Check if All A's Appears Before All B's,Easy,71.16509948,FALSE,string,algorithms
number-of-laser-beams-in-a-bank,Number of Laser Beams in a Bank,Medium,81.86852704,FALSE,"array,math,string,matrix",algorithms
destroying-asteroids,Destroying Asteroids,Medium,49.9472621,FALSE,"array,greedy,sorting",algorithms
maximum-employees-to-be-invited-to-a-meeting,Maximum Employees to Be Invited to a Meeting,Hard,34.51551099,FALSE,"depth-first-search,graph,topological-sort",algorithms
remove-all-ones-with-row-and-column-flips,Remove All Ones With Row and Column Flips,Medium,76.32639776,TRUE,"array,math,bit-manipulation,matrix",algorithms
capitalize-the-title,Capitalize the Title,Easy,62.26425804,FALSE,string,algorithms
maximum-twin-sum-of-a-linked-list,Maximum Twin Sum of a Linked List,Medium,80.50996144,FALSE,"linked-list,two-pointers,stack",algorithms
longest-palindrome-by-concatenating-two-letter-words,Longest Palindrome by Concatenating Two Letter Words,Medium,48.36119887,FALSE,"array,hash-table,string,greedy,counting",algorithms
stamping-the-grid,Stamping the Grid,Hard,31.55717081,FALSE,"array,greedy,matrix,prefix-sum",algorithms
check-if-every-row-and-column-contains-all-numbers,Check if Every Row and Column Contains All Numbers,Easy,52.25983881,FALSE,"array,hash-table,matrix",algorithms
minimum-swaps-to-group-all-1s-together-ii,Minimum Swaps to Group All 1's Together II,Medium,51.29344999,FALSE,"array,sliding-window",algorithms
count-words-obtained-after-adding-a-letter,Count Words Obtained After Adding a Letter,Medium,42.7422731,FALSE,"array,hash-table,string,bit-manipulation,sorting",algorithms
earliest-possible-day-of-full-bloom,Earliest Possible Day of Full Bloom,Hard,73.16626669,FALSE,"array,greedy,sorting",algorithms
pour-water-between-buckets-to-make-water-levels-equal,Pour Water Between Buckets to Make Water Levels Equal,Medium,66.92337312,TRUE,"array,binary-search",algorithms
divide-a-string-into-groups-of-size-k,Divide a String Into Groups of Size k,Easy,65.45595625,FALSE,"string,simulation",algorithms
minimum-moves-to-reach-target-score,Minimum Moves to Reach Target Score,Medium,48.89415363,FALSE,"math,greedy",algorithms
solving-questions-with-brainpower,Solving Questions With Brainpower,Medium,46.43106553,FALSE,"array,dynamic-programming",algorithms
maximum-running-time-of-n-computers,Maximum Running Time of N Computers,Hard,39.17002641,FALSE,"array,binary-search,greedy,sorting",algorithms
the-number-of-passengers-in-each-bus-i,The Number of Passengers in Each Bus I,Medium,49.6925798,TRUE,database,database
choose-numbers-from-two-arrays-in-range,Choose Numbers From Two Arrays in Range,Hard,52.23097113,TRUE,"array,dynamic-programming",algorithms
minimum-cost-of-buying-candies-with-discount,Minimum Cost of Buying Candies With Discount,Easy,60.82739139,FALSE,"array,greedy,sorting",algorithms
count-the-hidden-sequences,Count the Hidden Sequences,Medium,36.90734352,FALSE,"array,prefix-sum",algorithms
k-highest-ranked-items-within-a-price-range,K Highest Ranked Items Within a Price Range,Medium,41.42504009,FALSE,"array,breadth-first-search,sorting,heap-priority-queue,matrix",algorithms
number-of-ways-to-divide-a-long-corridor,Number of Ways to Divide a Long Corridor,Hard,39.92830951,FALSE,"math,string,dynamic-programming",algorithms
count-elements-with-strictly-smaller-and-greater-elements,Count Elements With Strictly Smaller and Greater Elements ,Easy,59.62400453,FALSE,"array,sorting",algorithms
rearrange-array-elements-by-sign,Rearrange Array Elements by Sign,Medium,80.97563559,FALSE,"array,two-pointers,simulation",algorithms
find-all-lonely-numbers-in-the-array,Find All Lonely Numbers in the Array,Medium,60.35840917,FALSE,"array,hash-table,counting",algorithms
maximum-good-people-based-on-statements,Maximum Good People Based on Statements,Hard,49.26023778,FALSE,"array,backtracking,bit-manipulation,enumeration",algorithms
minimum-number-of-lines-to-cover-points,Minimum Number of Lines to Cover Points,Medium,46.94533762,TRUE,"array,hash-table,math,dynamic-programming,backtracking,bit-manipulation,geometry,bitmask",algorithms
the-number-of-passengers-in-each-bus-ii,The Number of Passengers in Each Bus II,Hard,45.76190476,TRUE,database,database
keep-multiplying-found-values-by-two,Keep Multiplying Found Values by Two,Easy,72.468284,FALSE,"array,hash-table,sorting,simulation",algorithms
all-divisions-with-the-highest-score-of-a-binary-array,All Divisions With the Highest Score of a Binary Array,Medium,63.55309486,FALSE,array,algorithms
find-substring-with-given-hash-value,Find Substring With Given Hash Value,Hard,22.29511446,FALSE,"string,sliding-window,rolling-hash,hash-function",algorithms
groups-of-strings,Groups of Strings,Hard,25.66812521,FALSE,"string,bit-manipulation,union-find",algorithms
amount-of-new-area-painted-each-day,Amount of New Area Painted Each Day,Hard,54.58415193,TRUE,"array,segment-tree,ordered-set",algorithms
order-two-columns-independently,Order Two Columns Independently,Medium,60.38622793,TRUE,database,database
minimum-sum-of-four-digit-number-after-splitting-digits,Minimum Sum of Four Digit Number After Splitting Digits,Easy,86.74161518,FALSE,"math,greedy,sorting",algorithms
partition-array-according-to-given-pivot,Partition Array According to Given Pivot,Medium,84.73400291,FALSE,"array,two-pointers,simulation",algorithms
minimum-cost-to-set-cooking-time,Minimum Cost to Set Cooking Time,Medium,40.01298356,FALSE,"math,enumeration",algorithms
minimum-difference-in-sums-after-removal-of-elements,Minimum Difference in Sums After Removal of Elements,Hard,47.47990779,FALSE,"array,dynamic-programming,heap-priority-queue",algorithms
sort-even-and-odd-indices-independently,Sort Even and Odd Indices Independently,Easy,64.84966634,FALSE,"array,sorting",algorithms
smallest-value-of-the-rearranged-number,Smallest Value of the Rearranged Number,Medium,51.39416178,FALSE,"math,sorting",algorithms
design-bitset,Design Bitset,Medium,31.7523503,FALSE,"array,hash-table,design",algorithms
minimum-time-to-remove-all-cars-containing-illegal-goods,Minimum Time to Remove All Cars Containing Illegal Goods,Hard,40.78402251,FALSE,"string,dynamic-programming",algorithms
unique-substrings-with-equal-digit-frequency,Unique Substrings With Equal Digit Frequency,Medium,59.72881356,TRUE,"hash-table,string,rolling-hash,counting,hash-function",algorithms
count-operations-to-obtain-zero,Count Operations to Obtain Zero,Easy,75.11760302,FALSE,"math,simulation",algorithms
minimum-operations-to-make-the-array-alternating,Minimum Operations to Make the Array Alternating,Medium,33.15586593,FALSE,"array,hash-table,greedy,counting",algorithms
removing-minimum-number-of-magic-beans,Removing Minimum Number of Magic Beans,Medium,42.0516157,FALSE,"array,sorting,prefix-sum",algorithms
maximum-and-sum-of-array,Maximum AND Sum of Array,Hard,47.99676608,FALSE,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
longest-winning-streak,Longest Winning Streak,Hard,54.18405884,TRUE,database,database
remove-all-ones-with-row-and-column-flips-ii,Remove All Ones With Row and Column Flips II,Medium,68.32623649,TRUE,"array,bit-manipulation,breadth-first-search,matrix",algorithms
the-change-in-global-rankings,The Change in Global Rankings,Medium,63.86884217,TRUE,database,database
count-equal-and-divisible-pairs-in-an-array,Count Equal and Divisible Pairs in an Array,Easy,79.59049188,FALSE,array,algorithms
find-three-consecutive-integers-that-sum-to-a-given-number,Find Three Consecutive Integers That Sum to a Given Number,Medium,63.94123956,FALSE,"math,simulation",algorithms
maximum-split-of-positive-even-integers,Maximum Split of Positive Even Integers,Medium,59.37317291,FALSE,"math,backtracking,greedy",algorithms
count-good-triplets-in-an-array,Count Good Triplets in an Array,Hard,38.56034592,FALSE,"array,binary-search,divide-and-conquer,binary-indexed-tree,segment-tree,merge-sort,ordered-set",algorithms
count-integers-with-even-digit-sum,Count Integers With Even Digit Sum,Easy,65.51278256,FALSE,"math,simulation",algorithms
merge-nodes-in-between-zeros,Merge Nodes in Between Zeros,Medium,86.18999124,FALSE,"linked-list,simulation",algorithms
construct-string-with-repeat-limit,Construct String With Repeat Limit,Medium,52.27404447,FALSE,"string,greedy,heap-priority-queue,counting",algorithms
count-array-pairs-divisible-by-k,Count Array Pairs Divisible by K,Hard,28.29847909,FALSE,"array,math,number-theory",algorithms
number-of-ways-to-build-sturdy-brick-wall,Number of Ways to Build Sturdy Brick Wall,Medium,50.31001744,TRUE,"array,dynamic-programming,bit-manipulation,bitmask",algorithms
counting-words-with-a-given-prefix,Counting Words With a Given Prefix,Easy,77.27007245,FALSE,"array,string",algorithms
minimum-number-of-steps-to-make-two-strings-anagram-ii,Minimum Number of Steps to Make Two Strings Anagram II,Medium,71.86093329,FALSE,"hash-table,string,counting",algorithms
minimum-time-to-complete-trips,Minimum Time to Complete Trips,Medium,39.2098648,FALSE,"array,binary-search",algorithms
minimum-time-to-finish-the-race,Minimum Time to Finish the Race,Hard,41.52931754,FALSE,"array,dynamic-programming",algorithms
number-of-ways-to-build-house-of-cards,Number of Ways to Build House of Cards,Medium,63.12292359,TRUE,"math,dynamic-programming",algorithms
most-frequent-number-following-key-in-an-array,Most Frequent Number Following Key In an Array,Easy,59.78527744,FALSE,"array,hash-table,counting",algorithms
sort-the-jumbled-numbers,Sort the Jumbled Numbers,Medium,45.70846018,FALSE,"array,sorting",algorithms
all-ancestors-of-a-node-in-a-directed-acyclic-graph,All Ancestors of a Node in a Directed Acyclic Graph,Medium,50.74847731,FALSE,"depth-first-search,breadth-first-search,graph,topological-sort",algorithms
minimum-number-of-moves-to-make-palindrome,Minimum Number of Moves to Make Palindrome,Hard,51.13971891,FALSE,"two-pointers,string,greedy,binary-indexed-tree",algorithms
cells-in-a-range-on-an-excel-sheet,Cells in a Range on an Excel Sheet,Easy,84.624534,FALSE,string,algorithms
append-k-integers-with-minimal-sum,Append K Integers With Minimal Sum,Medium,24.99113178,FALSE,"array,math,greedy,sorting",algorithms
create-binary-tree-from-descriptions,Create Binary Tree From Descriptions,Medium,72.33633568,FALSE,"array,hash-table,tree,depth-first-search,breadth-first-search,binary-tree",algorithms
replace-non-coprime-numbers-in-array,Replace Non-Coprime Numbers in Array,Hard,38.55382087,FALSE,"array,math,stack,number-theory",algorithms
number-of-single-divisor-triplets,Number of Single Divisor Triplets,Medium,56.30599586,TRUE,math,algorithms
finding-the-topic-of-each-post,Finding the Topic of Each Post,Hard,49.85473562,TRUE,database,database
find-all-k-distant-indices-in-an-array,Find All K-Distant Indices in an Array,Easy,65.02158779,FALSE,array,algorithms
count-artifacts-that-can-be-extracted,Count Artifacts That Can Be Extracted,Medium,55.37741065,FALSE,"array,hash-table,simulation",algorithms
maximize-the-topmost-element-after-k-moves,Maximize the Topmost Element After K Moves,Medium,22.78170985,FALSE,"array,greedy",algorithms
minimum-weighted-subgraph-with-the-required-paths,Minimum Weighted Subgraph With the Required Paths,Hard,36.0069335,FALSE,"graph,shortest-path",algorithms
distance-to-a-cycle-in-undirected-graph,Distance to a Cycle in Undirected Graph,Hard,70.04814305,TRUE,"depth-first-search,breadth-first-search,union-find,graph",algorithms
the-number-of-users-that-are-eligible-for-discount,The Number of Users That Are Eligible for Discount,Easy,50.21634615,TRUE,database,database
divide-array-into-equal-pairs,Divide Array Into Equal Pairs,Easy,73.70064658,FALSE,"array,hash-table,bit-manipulation,counting",algorithms
maximize-number-of-subsequences-in-a-string,Maximize Number of Subsequences in a String,Medium,33.36254061,FALSE,"string,greedy,prefix-sum",algorithms
minimum-operations-to-halve-array-sum,Minimum Operations to Halve Array Sum,Medium,45.43591777,FALSE,"array,greedy,heap-priority-queue",algorithms
minimum-white-tiles-after-covering-with-carpets,Minimum White Tiles After Covering With Carpets,Hard,34.30224404,FALSE,"string,dynamic-programming,prefix-sum",algorithms
count-hills-and-valleys-in-an-array,Count Hills and Valleys in an Array,Easy,58.39049096,FALSE,array,algorithms
count-collisions-on-a-road,Count Collisions on a Road,Medium,42.39016119,FALSE,"string,stack",algorithms
maximum-points-in-an-archery-competition,Maximum Points in an Archery Competition,Medium,49.42551196,FALSE,"array,bit-manipulation,recursion,enumeration",algorithms
longest-substring-of-one-repeating-character,Longest Substring of One Repeating Character,Hard,30.92609083,FALSE,"array,string,segment-tree,ordered-set",algorithms
minimum-health-to-beat-game,Minimum Health to Beat Game,Medium,57.95689277,TRUE,"array,greedy,prefix-sum",algorithms
find-the-difference-of-two-arrays,Find the Difference of Two Arrays,Easy,70.66641274,FALSE,"array,hash-table",algorithms
minimum-deletions-to-make-array-beautiful,Minimum Deletions to Make Array Beautiful,Medium,46.92197366,FALSE,"array,stack,greedy",algorithms
find-palindrome-with-fixed-length,Find Palindrome With Fixed Length,Medium,33.9663043,FALSE,"array,math",algorithms
maximum-value-of-k-coins-from-piles,Maximum Value of K Coins From Piles,Hard,62.13486868,FALSE,"array,dynamic-programming,prefix-sum",algorithms
maximum-sum-score-of-array,Maximum Sum Score of Array,Medium,61.17021277,TRUE,"array,prefix-sum",algorithms
minimum-bit-flips-to-convert-number,Minimum Bit Flips to Convert Number,Easy,82.40963343,FALSE,bit-manipulation,algorithms
find-triangular-sum-of-an-array,Find Triangular Sum of an Array,Medium,78.23127281,FALSE,"array,math,simulation,combinatorics",algorithms
number-of-ways-to-select-buildings,Number of Ways to Select Buildings,Medium,51.18183764,FALSE,"string,dynamic-programming,prefix-sum",algorithms
sum-of-scores-of-built-strings,Sum of Scores of Built Strings,Hard,37.38878689,FALSE,"string,binary-search,rolling-hash,suffix-array,string-matching,hash-function",algorithms
minimum-number-of-operations-to-convert-time,Minimum Number of Operations to Convert Time,Easy,64.99778109,FALSE,"string,greedy",algorithms
find-players-with-zero-or-one-losses,Find Players With Zero or One Losses,Medium,72.41842427,FALSE,"array,hash-table,sorting,counting",algorithms
maximum-candies-allocated-to-k-children,Maximum Candies Allocated to K Children,Medium,36.75971053,FALSE,"array,binary-search",algorithms
encrypt-and-decrypt-strings,Encrypt and Decrypt Strings,Hard,39.4075298,FALSE,"array,hash-table,string,design,trie",algorithms
users-with-two-purchases-within-seven-days,Users With Two Purchases Within Seven Days,Medium,43.74447001,TRUE,database,database
check-if-an-array-is-consecutive,Check if an Array Is Consecutive,Easy,61.02941176,TRUE,array,algorithms
the-users-that-are-eligible-for-discount,The Users That Are Eligible for Discount,Easy,49.35046597,TRUE,database,database
largest-number-after-digit-swaps-by-parity,Largest Number After Digit Swaps by Parity,Easy,60.71787731,FALSE,"sorting,heap-priority-queue",algorithms
minimize-result-by-adding-parentheses-to-expression,Minimize Result by Adding Parentheses to Expression,Medium,65.48247107,FALSE,"string,enumeration",algorithms
maximum-product-after-k-increments,Maximum Product After K Increments,Medium,41.04852501,FALSE,"array,greedy,heap-priority-queue",algorithms
maximum-total-beauty-of-the-gardens,Maximum Total Beauty of the Gardens,Hard,28.57217573,FALSE,"array,two-pointers,binary-search,greedy,sorting",algorithms
add-two-integers,Add Two Integers,Easy,88.31317424,FALSE,math,algorithms
root-equals-sum-of-children,Root Equals Sum of Children,Easy,84.2482215,FALSE,"tree,binary-tree",algorithms
count-positions-on-street-with-required-brightness,Count Positions on Street With Required Brightness,Medium,64.29026098,TRUE,"array,prefix-sum",algorithms
number-of-times-a-driver-was-a-passenger,Number of Times a Driver Was a Passenger,Medium,72.73024167,TRUE,database,database
find-closest-number-to-zero,Find Closest Number to Zero,Easy,45.27888237,FALSE,array,algorithms
number-of-ways-to-buy-pens-and-pencils,Number of Ways to Buy Pens and Pencils,Medium,56.85319908,FALSE,"math,enumeration",algorithms
design-an-atm-machine,Design an ATM Machine,Medium,38.93279492,FALSE,"array,greedy,design",algorithms
maximum-score-of-a-node-sequence,Maximum Score of a Node Sequence,Hard,37.95623306,FALSE,"array,graph,sorting,enumeration",algorithms
calculate-digit-sum-of-a-string,Calculate Digit Sum of a String,Easy,66.3658755,FALSE,"string,simulation",algorithms
minimum-rounds-to-complete-all-tasks,Minimum Rounds to Complete All Tasks,Medium,62.91795341,FALSE,"array,hash-table,greedy,counting",algorithms
maximum-trailing-zeros-in-a-cornered-path,Maximum Trailing Zeros in a Cornered Path,Medium,35.16052856,FALSE,"array,matrix,prefix-sum",algorithms
longest-path-with-different-adjacent-characters,Longest Path With Different Adjacent Characters,Hard,55.63734625,FALSE,"array,string,tree,depth-first-search,graph,topological-sort",algorithms
maximum-cost-of-trip-with-k-highways,Maximum Cost of Trip With K Highways,Hard,50.9239364,TRUE,"dynamic-programming,bit-manipulation,graph,bitmask",algorithms
intersection-of-multiple-arrays,Intersection of Multiple Arrays,Easy,68.47934839,FALSE,"array,hash-table,counting",algorithms
count-lattice-points-inside-a-circle,Count Lattice Points Inside a Circle,Medium,50.59137734,FALSE,"array,hash-table,math,geometry,enumeration",algorithms
count-number-of-rectangles-containing-each-point,Count Number of Rectangles Containing Each Point,Medium,34.11459801,FALSE,"array,binary-search,binary-indexed-tree,sorting",algorithms
number-of-flowers-in-full-bloom,Number of Flowers in Full Bloom,Hard,51.10706943,FALSE,"array,hash-table,binary-search,sorting,prefix-sum,ordered-set",algorithms
dynamic-pivoting-of-a-table,Dynamic Pivoting of a Table,Hard,55.86253369,TRUE,database,database
dynamic-unpivoting-of-a-table,Dynamic Unpivoting of a Table,Hard,65.0063857,TRUE,database,database
design-video-sharing-platform,Design Video Sharing Platform,Hard,64.54058876,TRUE,"hash-table,stack,design,ordered-set",algorithms
count-prefixes-of-a-given-string,Count Prefixes of a Given String,Easy,72.51854786,FALSE,"array,string",algorithms
minimum-average-difference,Minimum Average Difference,Medium,43.0850546,FALSE,"array,prefix-sum",algorithms
count-unguarded-cells-in-the-grid,Count Unguarded Cells in the Grid,Medium,52.13911016,FALSE,"array,matrix,simulation",algorithms
escape-the-spreading-fire,Escape the Spreading Fire,Hard,35.06331014,FALSE,"array,binary-search,breadth-first-search,matrix",algorithms
remove-digit-from-number-to-maximize-result,Remove Digit From Number to Maximize Result,Easy,46.0408784,FALSE,"string,greedy,enumeration",algorithms
minimum-consecutive-cards-to-pick-up,Minimum Consecutive Cards to Pick Up,Medium,51.0734727,FALSE,"array,hash-table,sliding-window",algorithms
k-divisible-elements-subarrays,K Divisible Elements Subarrays,Medium,48.11847647,FALSE,"array,hash-table,trie,rolling-hash,hash-function,enumeration",algorithms
total-appeal-of-a-string,Total Appeal of A String,Hard,56.50474458,FALSE,"hash-table,string,dynamic-programming",algorithms
make-array-non-decreasing-or-non-increasing,Make Array Non-decreasing or Non-increasing,Hard,66.87456687,TRUE,"dynamic-programming,greedy",algorithms
largest-3-same-digit-number-in-string,Largest 3-Same-Digit Number in String,Easy,59.6491559,FALSE,string,algorithms
count-nodes-equal-to-average-of-subtree,Count Nodes Equal to Average of Subtree,Medium,85.12990844,FALSE,"tree,depth-first-search,binary-tree",algorithms
count-number-of-texts,Count Number of Texts,Medium,47.02207929,FALSE,"hash-table,math,string,dynamic-programming",algorithms
check-if-there-is-a-valid-parentheses-string-path, Check if There Is a Valid Parentheses String Path,Hard,37.87947167,FALSE,"array,dynamic-programming,matrix",algorithms
minimum-number-of-keypresses,Minimum Number of Keypresses,Medium,73.04330683,TRUE,"array,string,greedy,sorting,counting",algorithms
find-the-k-beauty-of-a-number,Find the K-Beauty of a Number,Easy,57.65317549,FALSE,"math,string,sliding-window",algorithms
number-of-ways-to-split-array,Number of Ways to Split Array,Medium,45.69053037,FALSE,"array,prefix-sum",algorithms
maximum-white-tiles-covered-by-a-carpet,Maximum White Tiles Covered by a Carpet,Medium,32.99778789,FALSE,"array,binary-search,greedy,sorting,prefix-sum",algorithms
substring-with-largest-variance,Substring With Largest Variance,Hard,36.85312962,FALSE,"array,dynamic-programming",algorithms
find-resultant-array-after-removing-anagrams,Find Resultant Array After Removing Anagrams,Easy,58.26846541,FALSE,"array,hash-table,string,sorting",algorithms
maximum-consecutive-floors-without-special-floors,Maximum Consecutive Floors Without Special Floors,Medium,52.04116777,FALSE,"array,sorting",algorithms
largest-combination-with-bitwise-and-greater-than-zero,Largest Combination With Bitwise AND Greater Than Zero,Medium,72.28999895,FALSE,"array,hash-table,bit-manipulation,counting",algorithms
count-integers-in-intervals,Count Integers in Intervals,Hard,34.51243083,FALSE,"design,segment-tree,ordered-set",algorithms
closest-node-to-path-in-tree,Closest Node to Path in Tree,Hard,63.98294457,TRUE,"array,tree,depth-first-search,breadth-first-search",algorithms
percentage-of-letter-in-string,Percentage of Letter in String,Easy,73.99929909,FALSE,string,algorithms
maximum-bags-with-full-capacity-of-rocks,Maximum Bags With Full Capacity of Rocks,Medium,67.70589411,FALSE,"array,greedy,sorting",algorithms
minimum-lines-to-represent-a-line-chart,Minimum Lines to Represent a Line Chart,Medium,24.51117931,FALSE,"array,math,geometry,sorting,number-theory",algorithms
sum-of-total-strength-of-wizards,Sum of Total Strength of Wizards,Hard,27.35283343,FALSE,"array,stack,monotonic-stack,prefix-sum",algorithms
number-of-people-that-can-be-seen-in-a-grid,Number of People That Can Be Seen in a Grid,Medium,49.55300128,TRUE,"array,stack,matrix,monotonic-stack",algorithms
check-if-number-has-equal-digit-count-and-digit-value,Check if Number Has Equal Digit Count and Digit Value,Easy,72.87882186,FALSE,"hash-table,string,counting",algorithms
sender-with-largest-word-count,Sender With Largest Word Count,Medium,55.92036844,FALSE,"array,hash-table,string,counting",algorithms
maximum-total-importance-of-roads,Maximum Total Importance of Roads,Medium,60.7309807,FALSE,"greedy,graph,sorting,heap-priority-queue",algorithms
booking-concert-tickets-in-groups,Booking Concert Tickets in Groups,Hard,15.52488748,FALSE,"binary-search,design,binary-indexed-tree,segment-tree",algorithms
rearrange-characters-to-make-target-string,Rearrange Characters to Make Target String,Easy,58.07391533,FALSE,"hash-table,string,counting",algorithms
apply-discount-to-prices,Apply Discount to Prices,Medium,28.04290577,FALSE,string,algorithms
steps-to-make-array-non-decreasing,Steps to Make Array Non-decreasing,Medium,21.02146022,FALSE,"array,linked-list,stack,monotonic-stack",algorithms
minimum-obstacle-removal-to-reach-corner,Minimum Obstacle Removal to Reach Corner,Hard,49.65871874,FALSE,"array,breadth-first-search,graph,heap-priority-queue,matrix,shortest-path",algorithms
maximum-profit-from-trading-stocks,Maximum Profit From Trading Stocks,Medium,44.87725451,TRUE,"array,dynamic-programming",algorithms
products-with-three-or-more-orders-in-two-consecutive-years,Products With Three or More Orders in Two Consecutive Years,Medium,38.98851501,TRUE,database,database
min-max-game,Min Max Game,Easy,63.66915924,FALSE,"array,simulation",algorithms
partition-array-such-that-maximum-difference-is-k,Partition Array Such That Maximum Difference Is K,Medium,72.7150194,FALSE,"array,greedy,sorting",algorithms
replace-elements-in-an-array,Replace Elements in an Array,Medium,57.53542293,FALSE,"array,hash-table,simulation",algorithms
design-a-text-editor,Design a Text Editor,Hard,40.85457081,FALSE,"linked-list,string,stack,design,simulation,doubly-linked-list",algorithms
jump-game-viii,Jump Game VIII,Medium,55.49777117,TRUE,"array,dynamic-programming,stack,graph,monotonic-stack,shortest-path",algorithms
tasks-count-in-the-weekend,Tasks Count in the Weekend,Medium,83.48968105,TRUE,database,database
strong-password-checker-ii,Strong Password Checker II,Easy,56.22338773,FALSE,string,algorithms
successful-pairs-of-spells-and-potions,Successful Pairs of Spells and Potions,Medium,41.35375659,FALSE,"array,two-pointers,binary-search,sorting",algorithms
match-substring-after-replacement,Match Substring After Replacement,Hard,39.38435082,FALSE,"array,hash-table,string,string-matching",algorithms
count-subarrays-with-score-less-than-k,Count Subarrays With Score Less Than K,Hard,52.28381654,FALSE,"array,binary-search,sliding-window,prefix-sum",algorithms
calculate-amount-paid-in-taxes,Calculate Amount Paid in Taxes,Easy,63.94853535,FALSE,"array,simulation",algorithms
minimum-path-cost-in-a-grid,Minimum Path Cost in a Grid,Medium,65.9250053,FALSE,"array,dynamic-programming,matrix",algorithms
fair-distribution-of-cookies,Fair Distribution of Cookies,Medium,61.76172438,FALSE,"array,dynamic-programming,backtracking,bit-manipulation,bitmask",algorithms
naming-a-company,Naming a Company,Hard,47.0661737,FALSE,"array,hash-table,string,bit-manipulation,enumeration",algorithms
check-for-contradictions-in-equations,Check for Contradictions in Equations,Hard,43.6417615,TRUE,"array,depth-first-search,union-find,graph",algorithms
arrange-table-by-gender,Arrange Table by Gender,Medium,71.00501417,TRUE,database,database
greatest-english-letter-in-upper-and-lower-case,Greatest English Letter in Upper and Lower Case,Easy,68.8071133,FALSE,"hash-table,string,enumeration",algorithms
sum-of-numbers-with-units-digit-k,Sum of Numbers With Units Digit K,Medium,25.81038148,FALSE,"math,dynamic-programming,greedy,enumeration",algorithms
longest-binary-subsequence-less-than-or-equal-to-k,Longest Binary Subsequence Less Than or Equal to K,Medium,36.99943937,FALSE,"string,dynamic-programming,greedy,memoization",algorithms
selling-pieces-of-wood,Selling Pieces of Wood,Hard,48.73793393,FALSE,"array,dynamic-programming,memoization",algorithms
minimum-flips-in-binary-tree-to-get-result,Minimum Flips in Binary Tree to Get Result,Hard,62.86210892,TRUE,"dynamic-programming,tree,depth-first-search,binary-tree",algorithms
the-first-day-of-the-maximum-recorded-degree-in-each-city,The First Day of the Maximum Recorded Degree in Each City,Medium,72.65100671,TRUE,database,database
count-asterisks,Count Asterisks,Easy,82.08737416,FALSE,string,algorithms
count-unreachable-pairs-of-nodes-in-an-undirected-graph,Count Unreachable Pairs of Nodes in an Undirected Graph,Medium,50.71727457,FALSE,"depth-first-search,breadth-first-search,union-find,graph",algorithms
maximum-xor-after-operations,Maximum XOR After Operations ,Medium,79.19698195,FALSE,"array,math,bit-manipulation",algorithms
number-of-distinct-roll-sequences,Number of Distinct Roll Sequences,Hard,56.08130188,FALSE,"dynamic-programming,memoization",algorithms
check-if-matrix-is-x-matrix,Check if Matrix Is X-Matrix,Easy,66.53784672,FALSE,"array,matrix",algorithms
