bucket_topic_number,bucket_topic,book_topic_number,book_topic,score
583,"node, multicomputer, node node, main ram, ram, directorybased multiprocessor, directorybased, node multicomputer, node node node, cpu ram",2,Computer System Structures,0.32291510491316927
584,"object type, type object, object type object, object, type object type, instance object type, instance object, type, data type, instance allocated data",10,File System Implementation,0.24749484657848977
585,"contrast, contrast process, contrast window, meaning contrast, mode invoke, machine contrast, executes user mode, extension assigns meaning, expose correspondence component, extension assigns",0,Introduction to Operating Systems,0.20447765028043866
586,"solomon, solomon solomon, solomon solomon solomon, solomon solomon press, solomon press solomon, solomon press, ring solomon solomon, ring solomon, press solomon, press",0,Introduction to Operating Systems,0.0
587,"format string, format string attack, string attack, string, format, attack, attack exactly, string attack exactly, attack attack, attacker",0,Introduction to Operating Systems,0.0
588,"lock, contention, block containing lock, contention relatively, thread attempting, thread attempting acquire, containing lock, number thread attempting, attempting acquire lock, contended lock",6,Deadlocks and Deadlock Handling,0.3082678434427718
589,"load operating, program loading, program load operating, loading, program load, load, loaded, loaded called control, null case commandline, loaded run program",3,Processes and Threads,0.36201700577670326
590,"reason, reason simple, looking reason include, simple people tend, reason simple reason, blush, tend insurance, tend insurance house, usually reason, usually reason reason",19,Security and Protection in Operating Systems,0.05309024743159319
591,"interface board, ram, board, network interface, destination ram, packet, outgoing, interface, unpin, outgoing packet",28,System Calls and API,0.32902930884672
592,"process table, ith row, process table process, processtable, ith, table process, look unmarked process, initialization thing like, row mark, slot table",27,System Boot and Initialization,0.3237888693859389
593,"page reference, reference, reference page, reference string, page reference string, reference string page, string page, string, fault, page",8,Memory Management: Virtual Memory,0.2516794813284454
594,"ipsec, vpns, private network, virtual private network, virtual private, private network vpns, network vpns, widely basis virtual, encryption packet, basis virtual",17,Network Structures and Protocols,0.45996385560602815
595,"cube, hypercube, diameter, corresponding node, block cube, node, excellent delay property, excellent delay, fourdimensional cube built, hypercube illustrated cube",0,Introduction to Operating Systems,0.0
596,"work work, work work allocationi, true step, work allocationi, allocationi finishi true, work allocationi finishi, finishi true step, allocationi finishi, finishi true, allocationi",13,Distributed Systems and Networking,0.10363322271555278
597,"mach, msg, message passing, passing, us message, sending receiving message, message passing example, function mach, passing example, mach message",14,Distributed Coordination and Communication,0.4996046106948383
598,"java, java language, byte code, language, language like, python, java microsoft, illustrated develop, illustrated develop solution, introduce challenge java",2,Computer System Structures,0.062122904196469146
599,"file system designed, cluster, larger file, improve, norm, system designed, hard disk, file system, filesystem, file cluster file",10,File System Implementation,0.5970175566210435
600,"listed fig, listed, one listed, one listed fig, fig listed, listed fig listed, fig listed fig, one, listed fig common, important one listed",0,Introduction to Operating Systems,0.0
601,"semantics, unix semantics, semantics section, semantics standard, unix semantics section, semantic, session semantics, implemented, primarily category, rule widely implemented",0,Introduction to Operating Systems,0.0
602,"acl, walter, acls, file acl, permission, entry acl, precedence, grant deny, finegrained assigned, example walter file",9,File Systems and Storage Management,0.7575312657593908
603,"kernel log, log buffer, kernel log buffer, log, content kernel log, content kernel, dmesg, buffer, content, output content kernel",1,Operating System Structures and Components,0.21507233954483093
604,"edge, claim edge, claim, assignment edge, request edge, assignment, edge called, graph, edge request, directed edge called",0,Introduction to Operating Systems,0.0
605,"sent server, file sends, sent server file, file sent, message server, server, sends message server, file opened, server file, file closed",9,File Systems and Storage Management,0.685073887219501
606,"thompson, ritchie, ritchie thompson, unix ritchie, unix ritchie thompson, turing, joined dennis ritchie, joined dennis, thompson work, soon joined dennis",13,Distributed Systems and Networking,0.10363322271555278
607,"socket, close socket, date, connection received, connection received server, connection, received server, socket client, client, close",17,Network Structures and Protocols,0.07770033736648674
608,"section recall, recall section, recall, section recall section, recall section recall, section, consists multiple device, earlier example section, exchange data common, data common recall",11,I/O Systems and Device Management,0.31405930844275853
609,"pnp, pnp manager, notification, manager, pnp manager sends, pnp manager support, manager support, manager sends, plugandplay, plugandplay manager operating",26,Case Study: Android Operating System,0.16935186540367633
610,"edition microsoft press, microsoft press, edition microsoft, ionescu window, ionescu window internals, window internals seventh, internals seventh, internals seventh edition, seventh edition microsoft, ionescu",24,Case Study: The Linux Operating System,0.25671220055523897
611,"access device, program access device, program access, mean able write, need access device, device unavailable, device unavailable open, remotely normally device, remotely normally, provide explicit facility",11,I/O Systems and Device Management,0.5368048010110852
612,"cf, scheduler, fair scheduler cf, scheduler cf, fair scheduler, completely fair scheduler, completely fair, fair, unix process scheduler, traditional unix process",0,Introduction to Operating Systems,0.3135069244399154
613,"voltage, cutting voltage, power, cutting, power consumption, energy, consumption, consumption cpu, drop original, drop original value",2,Computer System Structures,0.32291510491316927
614,"suspended, suspend, thread suspended, suspending, thread task, resume, resuming thread, suspend resume thread, resumed, suspend resume",23,Real-Time and Embedded Systems,0.2919429573966913
615,"discussed, discussed section, section discussed, discussed section logical, agreed discussed, agreed discussed section, course controversy, controversy everybody agreed, block discussed section, discussed section discussed",20,System Security Measures,0.09153121182032711
616,"read value, writes, read writes, write, write move, write move byte, poll read instead, old loop, old loop write, writes similarly writes",0,Introduction to Operating Systems,0.0
617,"committed, transaction, completed, completed transaction, logfile service, log, logfile, transaction completed, log file, journal",9,File Systems and Storage Management,0.43703600839579454
618,"hole, fit, hole process, compaction, available memory, worst fit require, hole process inevitable, flag fit best, result wasted, fragment large",0,Introduction to Operating Systems,0.3500803539283746
619,"java, art, bytecode, dalvik, jni, native library, virtual machine java, dalvik bytecode, machine java, written java",22,Virtualization and Hypervisors,0.34921528602634444
620,"safety, safety algorithm, sequence satisfies safety, sequence satisfies, satisfies safety, safe, satisfies, sequence, safe state, exists",27,System Boot and Initialization,0.08646372928912364
621,"special file, entry byte, field, padding, character special file, actual file, character special, length, block special file, special",9,File Systems and Storage Management,0.7575312657593908
622,"fig process, process illustrated fig, process illustrated, process fig process, fig process illustrated, procedure fig, illustrated fig, fig note, fig, process fig",0,Introduction to Operating Systems,0.3135069244399154
623,"table entry, entry shown fig, entry shown, bit page table, valid invalid bit, page table entry, invalid bit, valid invalid, use bit, page table",8,Memory Management: Virtual Memory,0.2652934671092359
624,"goal, goal achieved, goal meet, right bat ultimate, requirement divided basic, set clear goal, known goal, goal little bit, goal accomplish, hard set clear",12,Mass Storage Structures,0.33196727896266964
625,"error, abnormally, error message, terminate abnormally, program terminated, error case, terminate, object program error, input want terminate, unexpected value variable",3,Processes and Threads,0.2980305999211954
626,"shell, background, running background, shell wait, command, wait, process finish, interpret command, process cooperating affect, job wanting input",0,Introduction to Operating Systems,0.26139099645930713
627,"linker, linker combine, executable, object file, executable file, binary executable file, combine, binary executable, binary, executable binary",9,File Systems and Storage Management,0.7575312657593908
628,"user mode, mode, mode bit, subset, mode permit, mode added process, user mode performed, mode usermonitor mode, mode setting mode, mode switch user",1,Operating System Structures and Components,0.29238028140612593
629,"processing core, percent parallel, processing, core, speedup, amdahls law, amdahls, percent, core processing core, percent parallel processing",0,Introduction to Operating Systems,0.0
630,"concurrently, execute concurrently, process execute concurrently, process execute, subprocesses, execute, site, site node, number subprocesses run, site process subprocesses",0,Introduction to Operating Systems,0.2868022345849328
631,"exponential, average, exponential average, maximum value, exponential average following, implemented trick determining, following formula initial, formula initial defined, number second determine, exponential average commonly",0,Introduction to Operating Systems,0.0
632,"us fast inexpensive, legal cost probably, us addition addition, add list possibility, cheap legal cost, addition internal us, exceeded expensive, different us fast, list possibility add, probably exceeded",0,Introduction to Operating Systems,0.0
633,"inode, inodes, block inode, data block, inode block, use inodes like, group file parent, given inode possible, file requires disk, far inode",9,File Systems and Storage Management,0.4912831567716612
634,"long process, mean process, partially complete execution, process involved work, short lived, second preventing process, short lived run, process twice, lived run completion, process running longer",0,Introduction to Operating Systems,0.2929345951425346
