problem_statement,titleslug,title,tags,num_occur
"Given a string paragraph and a string array of the banned words banned, return the most frequent word that is not banned. It is guaranteed there is at least one word that is not banned, and that the answer is unique. The words in paragraph are case-insensitive and the answer should be returned in lowercase.  ",most-common-word,Most Common Word,"Hash Table, String, Counting",2
"There is a city composed of n x n blocks, where each block contains a single building shaped like a vertical square prism. You are given a 0-indexed n x n integer matrix grid where grid[r][c] represents the height of the building located in the block at row r and column c. A city's skyline is the outer contour formed by all the building when viewing the side of the city from a distance. The skyline from each cardinal direction north, east, south, and west may be different. We are allowed to increase the height of any number of buildings by any amount (the amount can be different per building). The height of a 0-height building can also be increased. However, increasing the height of a building should not affect the city's skyline from any cardinal direction. Return the maximum total sum that the height of the buildings can be increased by without changing the city's skyline from any cardinal direction.  ",max-increase-to-keep-city-skyline,Max Increase to Keep City Skyline,"Array, Greedy, Matrix",2
"We stack glasses in a pyramid, where the first row has 1 glass, the second row has 2 glasses, and so on until the 100th row.  Each glass holds one cup of champagne. Then, some champagne is poured into the first glass at the top.  When the topmost glass is full, any excess liquid poured will fall equally to the glass immediately to the left and right of it.  When those glasses become full, any excess champagne will fall equally to the left and right of those glasses, and so on.  (A glass at the bottom row has its excess champagne fall on the floor.) For example, after one cup of champagne is poured, the top most glass is full.  After two cups of champagne are poured, the two glasses on the second row are half full.  After three cups of champagne are poured, those two cups become full - there are 3 full glasses total now.  After four cups of champagne are poured, the third row has the middle glass half full, and the two outside glasses are a quarter full, as pictured below.  Now after pouring some non-negative integer cups of champagne, return how full the jth glass in the ith row is (both i and j are 0-indexed.)  ",champagne-tower,Champagne Tower,Dynamic Programming,2
"There is a forest with an unknown number of rabbits. We asked n rabbits ""How many rabbits have the same color as you?"" and collected the answers in an integer array answers where answers[i] is the answer of the ith rabbit. Given the array answers, return the minimum number of rabbits that could be in the forest.  ",rabbits-in-forest,Rabbits in Forest,"Array, Hash Table, Math, Greedy",2
"You are given an integer array arr of length n that represents a permutation of the integers in the range [0, n - 1]. We split arr into some number of chunks (i.e., partitions), and individually sort each chunk. After concatenating them, the result should equal the sorted array. Return the largest number of chunks we can make to sort the array.  ",max-chunks-to-make-sorted,Max Chunks To Make Sorted,"Array, Stack, Greedy, Sorting, Monotonic Stack",2
"You are stacking blocks to form a pyramid. Each block has a color, which is represented by a single letter. Each row of blocks contains one less block than the row beneath it and is centered on top. To make the pyramid aesthetically pleasing, there are only specific triangular patterns that are allowed. A triangular pattern consists of a single block stacked on top of two blocks. The patterns are given as a list of three-letter strings allowed, where the first two characters of a pattern represent the left and right bottom blocks respectively, and the third character is the top block.  For example, ""ABC"" represents a triangular pattern with a 'C' block stacked on top of an 'A' (left) and 'B' (right) block. Note that this is different from ""BAC"" where 'B' is on the left bottom and 'A' is on the right bottom.  You start with a bottom row of blocks bottom, given as a single string, that you must use as the base of the pyramid. Given bottom and allowed, return true if you can build the pyramid all the way to the top such that every triangular pattern in the pyramid is in allowed, or false otherwise.  ",pyramid-transition-matrix,Pyramid Transition Matrix,"Bit Manipulation, Depth-First Search, Breadth-First Search",2
"You are given an array of characters letters that is sorted in non-decreasing order, and a character target. There are at least two different characters in letters. Return the smallest character in letters that is lexicographically greater than target. If such a character does not exist, return the first character in letters.  ",find-smallest-letter-greater-than-target,Find Smallest Letter Greater Than Target,"Array, Binary Search",2
"A self-dividing number is a number that is divisible by every digit it contains.  For example, 128 is a self-dividing number because 128 % 1 == 0, 128 % 2 == 0, and 128 % 8 == 0.  A self-dividing number is not allowed to contain the digit zero. Given two integers left and right, return a list of all the self-dividing numbers in the range [left, right].  ",self-dividing-numbers,Self Dividing Numbers,Math,2
"Given the head of a singly linked list and an integer k, split the linked list into k consecutive linked list parts. The length of each part should be as equal as possible: no two parts should have a size differing by more than one. This may lead to some parts being null. The parts should be in the order of occurrence in the input list, and parts occurring earlier should always have a size greater than or equal to parts occurring later. Return an array of the k parts.  ",split-linked-list-in-parts,Split Linked List in Parts,Linked List,2
"Given a list of accounts where each element accounts[i] is a list of strings, where the first element accounts[i][0] is a name, and the rest of the elements are emails representing emails of the account. Now, we would like to merge these accounts. Two accounts definitely belong to the same person if there is some common email to both accounts. Note that even if two accounts have the same name, they may belong to different people as people could have the same name. A person can have any number of accounts initially, but all of their accounts definitely have the same name. After merging the accounts, return the accounts in the following format: the first element of each account is the name, and the rest of the elements are emails in sorted order. The accounts themselves can be returned in any order.  ",accounts-merge,Accounts Merge,"Array, String, Depth-First Search, Breadth-First Search, Union Find",2
"Given a string s, return the string after replacing every uppercase letter with the same lowercase letter.  ",to-lower-case,To Lower Case,String,2
"You are given the root node of a binary search tree (BST) and a value to insert into the tree. Return the root node of the BST after the insertion. It is guaranteed that the new value does not exist in the original BST. Notice that there may exist multiple valid ways for the insertion, as long as the tree remains a BST after insertion. You can return any of them.  ",insert-into-a-binary-search-tree,Insert into a Binary Search Tree,"Tree, Binary Search Tree, Binary Tree",2
"You are given the root of a binary search tree (BST) and an integer val. Find the node in the BST that the node's value equals val and return the subtree rooted with that node. If such a node does not exist, return null.  ",search-in-a-binary-search-tree,Search in a Binary Search Tree,"Tree, Binary Search Tree, Binary Tree",2
"Given an integer array nums and an integer k, return true if it is possible to divide this array into k non-empty subsets whose sums are all equal.  ",partition-to-k-equal-sum-subsets,Partition to K Equal Sum Subsets,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",2
"Given the root of a binary tree, return the length of the longest path, where each node in the path has the same value. This path may or may not pass through the root. The length of the path between two nodes is represented by the number of edges between them.  ",longest-univalue-path,Longest Univalue Path,"Tree, Depth-First Search, Binary Tree",2
"In this problem, a rooted tree is a directed graph such that, there is exactly one node (the root) for which all other nodes are descendants of this node, plus every node has exactly one parent, except for the root node which has no parents. The given input is a directed graph that started as a rooted tree with n nodes (with distinct values from 1 to n), with one additional directed edge added. The added edge has two different vertices chosen from 1 to n, and was not an edge that already existed. The resulting graph is given as a 2D-array of edges. Each element of edges is a pair [ui, vi] that represents a directed edge connecting nodes ui and vi, where ui is a parent of child vi. Return an edge that can be removed so that the resulting graph is a rooted tree of n nodes. If there are multiple answers, return the answer that occurs last in the given 2D-array.  ",redundant-connection-ii,Redundant Connection II,"Depth-First Search, Breadth-First Search, Union Find, Graph",2
"Given an integer array nums, return the number of longest increasing subsequences. Notice that the sequence has to be strictly increasing.  ",number-of-longest-increasing-subsequence,Number of Longest Increasing Subsequence,"Array, Dynamic Programming, Binary Indexed Tree, Segment Tree",2
"Given the root of a binary tree, construct a 0-indexed m x n string matrix res that represents a formatted layout of the tree. The formatted layout matrix should be constructed using the following rules:  The height of the tree is height and the number of rows m should be equal to height + 1. The number of columns n should be equal to 2height+1 - 1. Place the root node in the middle of the top row (more formally, at location res[0][(n-1)/2]). For each node that has been placed in the matrix at position res[r][c], place its left child at res[r+1][c-2height-r-1] and its right child at res[r+1][c+2height-r-1]. Continue this process until all the nodes in the tree have been placed. Any empty cells should contain the empty string """".  Return the constructed matrix res.  ",print-binary-tree,Print Binary Tree,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",2
You are given an integer array nums with no duplicates. A maximum binary tree can be built recursively from nums using the following algorithm:  Create a root node whose value is the maximum value in nums. Recursively build the left subtree on the subarray prefix to the left of the maximum value. Recursively build the right subtree on the subarray suffix to the right of the maximum value.  Return the maximum binary tree built from nums.  ,maximum-binary-tree,Maximum Binary Tree,"Array, Divide and Conquer, Stack, Tree, Monotonic Stack, Binary Tree",2
"Given the root of a binary search tree and an integer k, return true if there exist two elements in the BST such that their sum is equal to k, or false otherwise.  ",two-sum-iv-input-is-a-bst,Two Sum IV - Input is a BST,"Hash Table, Two Pointers, Tree, Depth-First Search, Breadth-First Search, Binary Search Tree, Binary Tree",2
"You are given an array of n pairs pairs where pairs[i] = [lefti, righti] and lefti < righti. A pair p2 = [c, d] follows a pair p1 = [a, b] if b < c. A chain of pairs can be formed in this fashion. Return the length longest chain which can be formed. You do not need to use up all the given intervals. You can select pairs in any order.  ",maximum-length-of-pair-chain,Maximum Length of Pair Chain,"Array, Dynamic Programming, Greedy, Sorting",2
"In LeetCode Store, there are n items to sell. Each item has a price. However, there are some special offers, and a special offer consists of one or more different kinds of items with a sale price. You are given an integer array price where price[i] is the price of the ith item, and an integer array needs where needs[i] is the number of pieces of the ith item you want to buy. You are also given an array special where special[i] is of size n + 1 where special[i][j] is the number of pieces of the jth item in the ith offer and special[i][n] (i.e., the last integer in the array) is the price of the ith offer. Return the lowest price you have to pay for exactly certain items as given, where you could make optimal use of the special offers. You are not allowed to buy more items than you want, even if that would lower the overall price. You could use any of the special offers as many times as you want.  ",shopping-offers,Shopping Offers,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Memoization, Bitmask",2
"Given a non-negative integer c, decide whether there're two integers a and b such that a2 + b2 = c.  ",sum-of-square-numbers,Sum of Square Numbers,"Math, Two Pointers, Binary Search",2
"Given an integer array nums, return the number of triplets chosen from the array that can make triangles if we take them as side lengths of a triangle.  ",valid-triangle-number,Valid Triangle Number,"Array, Two Pointers, Binary Search, Greedy, Sorting",2
"You are given an m x n matrix M initialized with all 0's and an array of operations ops, where ops[i] = [ai, bi] means M[x][y] should be incremented by one for all 0 <= x < ai and 0 <= y < bi. Count and return the number of maximum integers in the matrix after performing all the operations.  ",range-addition-ii,Range Addition II,"Array, Math",2
"Given a string representing a code snippet, implement a tag validator to parse the code and return whether it is valid. A code snippet is valid if all the following rules hold:  The code must be wrapped in a valid closed tag. Otherwise, the code is invalid. A closed tag (not necessarily valid) has exactly the following format : <TAG_NAME>TAG_CONTENT</TAG_NAME>. Among them, <TAG_NAME> is the start tag, and </TAG_NAME> is the end tag. The TAG_NAME in start and end tags should be the same. A closed tag is valid if and only if the TAG_NAME and TAG_CONTENT are valid. A valid TAG_NAME only contain upper-case letters, and has length in range [1,9]. Otherwise, the TAG_NAME is invalid. A valid TAG_CONTENT may contain other valid closed tags, cdata and any characters (see note1) EXCEPT unmatched <, unmatched start and end tag, and unmatched or closed tags with invalid TAG_NAME. Otherwise, the TAG_CONTENT is invalid. A start tag is unmatched if no end tag exists with the same TAG_NAME, and vice versa. However, you also need to consider the issue of unbalanced when tags are nested. A < is unmatched if you cannot find a subsequent >. And when you find a < or </, all the subsequent characters until the next > should be parsed as TAG_NAME (not necessarily valid). The cdata has the following format : <![CDATA[CDATA_CONTENT]]>. The range of CDATA_CONTENT is defined as the characters between <![CDATA[ and the first subsequent ]]>. CDATA_CONTENT may contain any characters. The function of cdata is to forbid the validator to parse CDATA_CONTENT, so even it has some characters that can be parsed as tag (no matter valid or invalid), you should treat it as regular characters.   ",tag-validator,Tag Validator,"String, Stack",2
"Given the root of an n-ary tree, return the postorder traversal of its nodes' values. Nary-Tree input serialization is represented in their level order traversal. Each group of children is separated by the null value (See examples)  ",n-ary-tree-postorder-traversal,N-ary Tree Postorder Traversal,"Stack, Tree, Depth-First Search",2
"Given two strings word1 and word2, return the minimum number of steps required to make word1 and word2 the same. In one step, you can delete exactly one character in either string.  ",delete-operation-for-two-strings,Delete Operation for Two Strings,"String, Dynamic Programming",2
"Given a list of 24-hour clock time points in ""HH:MM"" format, return the minimum minutes difference between any two time-points in the list.  ",minimum-time-difference,Minimum Time Difference,"Array, Math, String, Sorting",2
"Given an array of integers nums and an integer k, return the number of unique k-diff pairs in the array. A k-diff pair is an integer pair (nums[i], nums[j]), where the following are true:  0 <= i, j < nums.length i != j nums[i] - nums[j] == k  Notice that |val| denotes the absolute value of val.  ",k-diff-pairs-in-an-array,K-diff Pairs in an Array,"Array, Hash Table, Two Pointers, Binary Search, Sorting",2
"Let's play the minesweeper game (Wikipedia, online game)! You are given an m x n char matrix board representing the game board where:  'M' represents an unrevealed mine, 'E' represents an unrevealed empty square, 'B' represents a revealed blank square that has no adjacent mines (i.e., above, below, left, right, and all 4 diagonals), digit ('1' to '8') represents how many mines are adjacent to this revealed square, and 'X' represents a revealed mine.  You are also given an integer array click where click = [clickr, clickc] represents the next click position among all the unrevealed squares ('M' or 'E'). Return the board after revealing this position according to the following rules:  If a mine 'M' is revealed, then the game is over. You should change it to 'X'. If an empty square 'E' with no adjacent mines is revealed, then change it to a revealed blank 'B' and all of its adjacent unrevealed squares should be revealed recursively. If an empty square 'E' with at least one adjacent mine is revealed, then change it to a digit ('1' to '8') representing the number of adjacent mines. Return the board when no more squares will be revealed.   ",minesweeper,Minesweeper,"Array, Depth-First Search, Breadth-First Search, Matrix",2
"We define the usage of capitals in a word to be right when one of the following cases holds:  All letters in this word are capitals, like ""USA"". All letters in this word are not capitals, like ""leetcode"". Only the first letter in this word is capital, like ""Google"".  Given a string word, return true if the usage of capitals in it is right.  ",detect-capital,Detect Capital,String,2
"The Hamming distance between two integers is the number of positions at which the corresponding bits are different. Given an integer array nums, return the sum of Hamming distances between all the pairs of the integers in nums.  ",total-hamming-distance,Total Hamming Distance,"Array, Math, Bit Manipulation",2
"The complement of an integer is the integer you get when you flip all the 0's to 1's and all the 1's to 0's in its binary representation.  For example, The integer 5 is ""101"" in binary and its complement is ""010"" which is the integer 2.  Given an integer num, return its complement.  ",number-complement,Number Complement,Bit Manipulation,2
"Winter is coming! During the contest, your first job is to design a standard heater with a fixed warm radius to warm all the houses. Every house can be warmed, as long as the house is within the heater's warm radius range.  Given the positions of houses and heaters on a horizontal line, return the minimum radius standard of heaters so that those heaters could cover all houses. Notice that all the heaters follow your radius standard, and the warm radius will the same.  ",heaters,Heaters,"Array, Two Pointers, Binary Search, Sorting",2
"Given a string queryIP, return ""IPv4"" if IP is a valid IPv4 address, ""IPv6"" if IP is a valid IPv6 address or ""Neither"" if IP is not a correct IP of any type. A valid IPv4 address is an IP in the form ""x1.x2.x3.x4"" where 0 <= xi <= 255 and xi cannot contain leading zeros. For example, ""192.168.1.1"" and ""192.168.1.0"" are valid IPv4 addresses while ""192.168.01.1"", ""192.168.1.00"", and ""192.168@1.1"" are invalid IPv4 addresses. A valid IPv6 address is an IP in the form ""x1:x2:x3:x4:x5:x6:x7:x8"" where:  1 <= xi.length <= 4 xi is a hexadecimal string which may contain digits, lowercase English letter ('a' to 'f') and upper-case English letters ('A' to 'F'). Leading zeros are allowed in xi.  For example, ""2001:0db8:85a3:0000:0000:8a2e:0370:7334"" and ""2001:db8:85a3:0:0:8A2E:0370:7334"" are valid IPv6 addresses, while ""2001:0db8:85a3::8A2E:037j:7334"" and ""02001:0db8:85a3:0000:0000:8a2e:0370:7334"" are invalid IPv6 addresses.  ",validate-ip-address,Validate IP Address,String,2
"You are given row x col grid representing a map where grid[i][j] = 1 represents land and grid[i][j] = 0 represents water. Grid cells are connected horizontally/vertically (not diagonally). The grid is completely surrounded by water, and there is exactly one island (i.e., one or more connected land cells). The island doesn't have ""lakes"", meaning the water inside isn't connected to the water around the island. One cell is a square with side length 1. The grid is rectangular, width and height don't exceed 100. Determine the perimeter of the island.  ",island-perimeter,Island Perimeter,"Array, Depth-First Search, Breadth-First Search, Matrix",2
"Given a string s, sort it in decreasing order based on the frequency of the characters. The frequency of a character is the number of times it appears in the string. Return the sorted string. If there are multiple answers, return any of them.  ",sort-characters-by-frequency,Sort Characters By Frequency,"Hash Table, String, Sorting, Heap (Priority Queue), Bucket Sort, Counting",2
"You are given an array of intervals, where intervals[i] = [starti, endi] and each starti is unique. The right interval for an interval i is an interval j such that startj >= endi and startj is minimized. Note that i may equal j. Return an array of right interval indices for each interval i. If no right interval exists for interval i, then put -1 at index i.  ",find-right-interval,Find Right Interval,"Array, Binary Search, Sorting",2
"You are given a doubly linked list, which contains nodes that have a next pointer, a previous pointer, and an additional child pointer. This child pointer may or may not point to a separate doubly linked list, also containing these special nodes. These child lists may have one or more children of their own, and so on, to produce a multilevel data structure as shown in the example below. Given the head of the first level of the list, flatten the list so that all the nodes appear in a single-level, doubly linked list. Let curr be a node with a child list. The nodes in the child list should appear after curr and before curr.next in the flattened list. Return the head of the flattened list. The nodes in the list must have all of their child pointers set to null.  ",flatten-a-multilevel-doubly-linked-list,Flatten a Multilevel Doubly Linked List,"Linked List, Depth-First Search, Doubly-Linked List",2
"Given an m x n matrix board where each cell is a battleship 'X' or empty '.', return the number of the battleships on board. Battleships can only be placed horizontally or vertically on board. In other words, they can only be made of the shape 1 x k (1 row, k columns) or k x 1 (k rows, 1 column), where k can be of any size. At least one horizontal or vertical cell separates between two battleships (i.e., there are no adjacent battleships).  ",battleships-in-a-board,Battleships in a Board,"Array, Depth-First Search, Matrix",2
"There is an m x n rectangular island that borders both the Pacific Ocean and Atlantic Ocean. The Pacific Ocean touches the island's left and top edges, and the Atlantic Ocean touches the island's right and bottom edges. The island is partitioned into a grid of square cells. You are given an m x n integer matrix heights where heights[r][c] represents the height above sea level of the cell at coordinate (r, c). The island receives a lot of rain, and the rain water can flow to neighboring cells directly north, south, east, and west if the neighboring cell's height is less than or equal to the current cell's height. Water can flow from any cell adjacent to an ocean into the ocean. Return a 2D list of grid coordinates result where result[i] = [ri, ci] denotes that rain water can flow from cell (ri, ci) to both the Pacific and Atlantic oceans.  ",pacific-atlantic-water-flow,Pacific Atlantic Water Flow,"Array, Depth-First Search, Breadth-First Search, Matrix",2
"Given an integer array nums, return the third distinct maximum number in this array. If the third maximum does not exist, return the maximum number.  ",third-maximum-number,Third Maximum Number,"Array, Sorting",2
"An integer array is called arithmetic if it consists of at least three elements and if the difference between any two consecutive elements is the same.  For example, [1,3,5,7,9], [7,7,7,7], and [3,-1,-5,-9] are arithmetic sequences.  Given an integer array nums, return the number of arithmetic subarrays of nums. A subarray is a contiguous subsequence of the array.  ",arithmetic-slices,Arithmetic Slices,"Array, Dynamic Programming",2
"Given a string s which consists of lowercase or uppercase letters, return the length of the longest palindrome that can be built with those letters. Letters are case sensitive, for example, ""Aa"" is not considered a palindrome here.  ",longest-palindrome,Longest Palindrome,"Hash Table, String, Greedy",2
"Given an integer num, return a string representing its hexadecimal representation. For negative integers, two’s complement method is used. All the letters in the answer string should be lowercase characters, and there should not be any leading zeros in the answer except for the zero itself. Note: You are not allowed to use any built-in library method to directly solve this problem.  ",convert-a-number-to-hexadecimal,Convert a Number to Hexadecimal,"Math, Bit Manipulation",2
"Given an integer array nums with possible duplicates, randomly output the index of a given target number. You can assume that the given target number must exist in the array. Implement the Solution class:  Solution(int[] nums) Initializes the object with the array nums. int pick(int target) Picks a random index i from nums where nums[i] == target. If there are multiple valid i's, then each index should have an equal probability of returning.   ",random-pick-index,Random Pick Index,"Hash Table, Math, Reservoir Sampling, Randomized",2
"Suppose we have a file system that stores both files and directories. An example of one system is represented in the following picture:  Here, we have dir as the only directory in the root. dir contains two subdirectories, subdir1 and subdir2. subdir1 contains a file file1.ext and subdirectory subsubdir1. subdir2 contains a subdirectory subsubdir2, which contains a file file2.ext. In text form, it looks like this (with ⟶ representing the tab character):  dir ⟶ subdir1 ⟶ ⟶ file1.ext ⟶ ⟶ subsubdir1 ⟶ subdir2 ⟶ ⟶ subsubdir2 ⟶ ⟶ ⟶ file2.ext  If we were to write this representation in code, it will look like this: ""dir\n\tsubdir1\n\t\tfile1.ext\n\t\tsubsubdir1\n\tsubdir2\n\t\tsubsubdir2\n\t\t\tfile2.ext"". Note that the '\n' and '\t' are the new-line and tab characters. Every file and directory has a unique absolute path in the file system, which is the order of directories that must be opened to reach the file/directory itself, all concatenated by '/'s. Using the above example, the absolute path to file2.ext is ""dir/subdir2/subsubdir2/file2.ext"". Each directory name consists of letters, digits, and/or spaces. Each file name is of the form name.extension, where name and extension consist of letters, digits, and/or spaces. Given a string input representing the file system in the explained format, return the length of the longest absolute path to a file in the abstracted file system. If there is no file in the system, return 0. Note that the testcases are generated such that the file system is valid and no file or directory name has length 0.  ",longest-absolute-file-path,Longest Absolute File Path,"String, Stack, Depth-First Search",2
"Given a singly linked list, return a random node's value from the linked list. Each node must have the same probability of being chosen. Implement the Solution class:  Solution(ListNode head) Initializes the object with the head of the singly-linked list head. int getRandom() Chooses a node randomly from the list and returns its value. All the nodes of the list should be equally likely to be chosen.   ",linked-list-random-node,Linked List Random Node,"Linked List, Math, Reservoir Sampling, Randomized",2
"You are given two integer arrays nums1 and nums2 sorted in ascending order and an integer k. Define a pair (u, v) which consists of one element from the first array and one element from the second array. Return the k pairs (u1, v1), (u2, v2), ..., (uk, vk) with the smallest sums.  ",find-k-pairs-with-smallest-sums,Find K Pairs with Smallest Sums,"Array, Heap (Priority Queue)",2
"Design a simplified version of Twitter where users can post tweets, follow/unfollow another user, and is able to see the 10 most recent tweets in the user's news feed. Implement the Twitter class:  Twitter() Initializes your twitter object. void postTweet(int userId, int tweetId) Composes a new tweet with ID tweetId by the user userId. Each call to this function will be made with a unique tweetId. List<Integer> getNewsFeed(int userId) Retrieves the 10 most recent tweet IDs in the user's news feed. Each item in the news feed must be posted by users who the user followed or by the user themself. Tweets must be ordered from most recent to least recent. void follow(int followerId, int followeeId) The user with ID followerId started following the user with ID followeeId. void unfollow(int followerId, int followeeId) The user with ID followerId started unfollowing the user with ID followeeId.   ",design-twitter,Design Twitter,"Hash Table, Linked List, Design, Heap (Priority Queue)",2
"You are given a nested list of integers nestedList. Each element is either an integer or a list whose elements may also be integers or other lists. Implement an iterator to flatten it. Implement the NestedIterator class:  NestedIterator(List<NestedInteger> nestedList) Initializes the iterator with the nested list nestedList. int next() Returns the next integer in the nested list. boolean hasNext() Returns true if there are still some integers in the nested list and false otherwise.  Your code will be tested with the following pseudocode:  initialize iterator with nestedList res = [] while iterator.hasNext()     append iterator.next() to the end of res return res  If res matches the expected flattened list, then your code will be judged as correct.  ",flatten-nested-list-iterator,Flatten Nested List Iterator,"Stack, Tree, Depth-First Search, Design, Queue, Iterator",2
"Given a sorted integer array nums and an integer n, add/patch elements to the array such that any number in the range [1, n] inclusive can be formed by the sum of some elements in the array. Return the minimum number of patches required.  ",patching-array,Patching Array,"Array, Greedy",2
"Given an integer n, return true if it is a power of three. Otherwise, return false. An integer n is a power of three, if there exists an integer x such that n == 3x.  ",power-of-three,Power of Three,"Math, Recursion",2
"Given a string s, remove duplicate letters so that every letter appears once and only once. You must make sure your result is the smallest in lexicographical order among all possible results.  ",remove-duplicate-letters,Remove Duplicate Letters,"String, Stack, Greedy, Monotonic Stack",2
"You are given n balloons, indexed from 0 to n - 1. Each balloon is painted with a number on it represented by an array nums. You are asked to burst all the balloons. If you burst the ith balloon, you will get nums[i - 1] * nums[i] * nums[i + 1] coins. If i - 1 or i + 1 goes out of bounds of the array, then treat it as if there is a balloon with a 1 painted on it. Return the maximum coins you can collect by bursting the balloons wisely.  ",burst-balloons,Burst Balloons,"Array, Dynamic Programming",2
"A tree is an undirected graph in which any two vertices are connected by exactly one path. In other words, any connected graph without simple cycles is a tree. Given a tree of n nodes labelled from 0 to n - 1, and an array of n - 1 edges where edges[i] = [ai, bi] indicates that there is an undirected edge between the two nodes ai and bi in the tree, you can choose any node of the tree as the root. When you select a node x as the root, the result tree has height h. Among all possible rooted trees, those with minimum height (i.e. min(h))  are called minimum height trees (MHTs). Return a list of all MHTs' root labels. You can return the answer in any order. The height of a rooted tree is the number of edges on the longest downward path between the root and a leaf.  ",minimum-height-trees,Minimum Height Trees,"Depth-First Search, Breadth-First Search, Graph, Topological Sort",2
"Given a string s that contains parentheses and letters, remove the minimum number of invalid parentheses to make the input string valid. Return a list of unique strings that are valid with the minimum number of removals. You may return the answer in any order.  ",remove-invalid-parentheses,Remove Invalid Parentheses,"String, Backtracking, Breadth-First Search",2
"Given an integer n, return the least number of perfect square numbers that sum to n. A perfect square is an integer that is the square of an integer; in other words, it is the product of some integer with itself. For example, 1, 4, 9, and 16 are perfect squares while 3 and 11 are not.  ",perfect-squares,Perfect Squares,"Math, Dynamic Programming, Breadth-First Search",2
"Given an array of integers citations where citations[i] is the number of citations a researcher received for their ith paper, return the researcher's h-index. According to the definition of h-index on Wikipedia: The h-index is defined as the maximum value of h such that the given researcher has published at least h papers that have each been cited at least h times.  ",h-index,H-Index,"Array, Sorting, Counting Sort",2
"There is a singly-linked list head and we want to delete a node node in it. You are given the node to be deleted node. You will not be given access to the first node of head. All the values of the linked list are unique, and it is guaranteed that the given node node is not the last node in the linked list. Delete the given node. Note that by deleting the node, we do not mean removing it from memory. We mean:  The value of the given node should not exist in the linked list. The number of nodes in the linked list should decrease by one. All the values before node should be in the same order. All the values after node should be in the same order.  Custom testing:  For the input, you should provide the entire linked list head and the node to be given node. node should not be the last node of the list and should be an actual node in the list. We will build the linked list and pass the node to your function. The output will be the entire list after calling your function.   ",delete-node-in-a-linked-list,Delete Node in a Linked List,Linked List,2
"Given the coordinates of two rectilinear rectangles in a 2D plane, return the total area covered by the two rectangles. The first rectangle is defined by its bottom-left corner (ax1, ay1) and its top-right corner (ax2, ay2). The second rectangle is defined by its bottom-left corner (bx1, by1) and its top-right corner (bx2, by2).  ",rectangle-area,Rectangle Area,"Math, Geometry",2
"You are given an integer array nums and two integers indexDiff and valueDiff. Find a pair of indices (i, j) such that:  i != j, abs(i - j) <= indexDiff. abs(nums[i] - nums[j]) <= valueDiff, and  Return true if such pair exists or false otherwise.  ",contains-duplicate-iii,Contains Duplicate III,"Array, Sliding Window, Sorting, Bucket Sort, Ordered Set",2
"Given an integer array nums and an integer k, return true if there are two distinct indices i and j in the array such that nums[i] == nums[j] and abs(i - j) <= k.  ",contains-duplicate-ii,Contains Duplicate II,"Array, Hash Table, Sliding Window",2
"The DNA sequence is composed of a series of nucleotides abbreviated as 'A', 'C', 'G', and 'T'.  For example, ""ACGAATTCCG"" is a DNA sequence.  When studying DNA, it is useful to identify repeated sequences within the DNA. Given a string s that represents a DNA sequence, return all the 10-letter-long sequences (substrings) that occur more than once in a DNA molecule. You may return the answer in any order.  ",repeated-dna-sequences,Repeated DNA Sequences,"Hash Table, String, Bit Manipulation, Sliding Window, Rolling Hash, Hash Function",2
"Given a list of non-negative integers nums, arrange them such that they form the largest number and return it. Since the result may be very large, so you need to return a string instead of an integer.  ",largest-number,Largest Number,"Array, String, Greedy, Sorting",2
"The demons had captured the princess and imprisoned her in the bottom-right corner of a dungeon. The dungeon consists of m x n rooms laid out in a 2D grid. Our valiant knight was initially positioned in the top-left room and must fight his way through dungeon to rescue the princess. The knight has an initial health point represented by a positive integer. If at any point his health point drops to 0 or below, he dies immediately. Some of the rooms are guarded by demons (represented by negative integers), so the knight loses health upon entering these rooms; other rooms are either empty (represented as 0) or contain magic orbs that increase the knight's health (represented by positive integers). To reach the princess as quickly as possible, the knight decides to move only rightward or downward in each step. Return the knight's minimum initial health so that he can rescue the princess. Note that any room can contain threats or power-ups, even the first room the knight enters and the bottom-right room where the princess is imprisoned.  ",dungeon-game,Dungeon Game,"Array, Dynamic Programming, Matrix",2
"Given an integer columnNumber, return its corresponding column title as it appears in an Excel sheet. For example:  A -> 1 B -> 2 C -> 3 ... Z -> 26 AA -> 27 AB -> 28  ...   ",excel-sheet-column-title,Excel Sheet Column Title,"Math, String",2
"Given an integer array nums, return the maximum difference between two successive elements in its sorted form. If the array contains less than two elements, return 0. You must write an algorithm that runs in linear time and uses linear extra space.  ",maximum-gap,Maximum Gap,"Array, Sorting, Bucket Sort, Radix Sort",2
"Given an input string s, reverse the order of the words. A word is defined as a sequence of non-space characters. The words in s will be separated by at least one space. Return a string of the words in reverse order concatenated by a single space. Note that s may contain leading or trailing spaces or multiple spaces between two words. The returned string should only have a single space separating the words. Do not include any extra spaces.  ",reverse-words-in-a-string,Reverse Words in a String,"Two Pointers, String",2
"Given a string s, partition s such that every substring of the partition is a palindrome. Return the minimum cuts needed for a palindrome partitioning of s.  ",palindrome-partitioning-ii,Palindrome Partitioning II,"String, Dynamic Programming",2
