problem_statement,titleslug,title,tags,num_occur
"Let's play the minesweeper game (Wikipedia, online game)! You are given an m x n char matrix board representing the game board where:  'M' represents an unrevealed mine, 'E' represents an unrevealed empty square, 'B' represents a revealed blank square that has no adjacent mines (i.e., above, below, left, right, and all 4 diagonals), digit ('1' to '8') represents how many mines are adjacent to this revealed square, and 'X' represents a revealed mine.  You are also given an integer array click where click = [clickr, clickc] represents the next click position among all the unrevealed squares ('M' or 'E'). Return the board after revealing this position according to the following rules:  If a mine 'M' is revealed, then the game is over. You should change it to 'X'. If an empty square 'E' with no adjacent mines is revealed, then change it to a revealed blank 'B' and all of its adjacent unrevealed squares should be revealed recursively. If an empty square 'E' with at least one adjacent mine is revealed, then change it to a digit ('1' to '8') representing the number of adjacent mines. Return the board when no more squares will be revealed.   ",minesweeper,Minesweeper,"Array, Depth-First Search, Breadth-First Search, Matrix",2
"You are given a 0-indexed array of positive integers w where w[i] describes the weight of the ith index. You need to implement the function pickIndex(), which randomly picks an index in the range [0, w.length - 1] (inclusive) and returns it. The probability of picking an index i is w[i] / sum(w).  For example, if w = [1, 3], the probability of picking index 0 is 1 / (1 + 3) = 0.25 (i.e., 25%), and the probability of picking index 1 is 3 / (1 + 3) = 0.75 (i.e., 75%).   ",random-pick-with-weight,Random Pick with Weight,"Array, Math, Binary Search, Prefix Sum, Randomized",2
"Given a binary array nums, return the maximum length of a contiguous subarray with an equal number of 0 and 1.  ",contiguous-array,Contiguous Array,"Array, Hash Table, Prefix Sum",2
"You have n super washing machines on a line. Initially, each washing machine has some dresses or is empty. For each move, you could choose any m (1 <= m <= n) washing machines, and pass one dress of each washing machine to one of its adjacent washing machines at the same time. Given an integer array machines representing the number of dresses in each washing machine from left to right on the line, return the minimum number of moves to make all the washing machines have the same number of dresses. If it is not possible to do it, return -1.  ",super-washing-machines,Super Washing Machines,"Array, Greedy",2
"Given an integer n represented as a string, return the smallest good base of n. We call k >= 2 a good base of n, if all digits of n base k are 1's.  ",smallest-good-base,Smallest Good Base,"Math, Binary Search",2
"Winter is coming! During the contest, your first job is to design a standard heater with a fixed warm radius to warm all the houses. Every house can be warmed, as long as the house is within the heater's warm radius range.  Given the positions of houses and heaters on a horizontal line, return the minimum radius standard of heaters so that those heaters could cover all houses. Notice that all the heaters follow your radius standard, and the warm radius will the same.  ",heaters,Heaters,"Array, Two Pointers, Binary Search, Sorting",2
"You are given an integer array matchsticks where matchsticks[i] is the length of the ith matchstick. You want to use all the matchsticks to make one square. You should not break any stick, but you can link them up, and each matchstick must be used exactly one time. Return true if you can make this square and false otherwise.  ",matchsticks-to-square,Matchsticks to Square,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask",2
"Given a string queryIP, return ""IPv4"" if IP is a valid IPv4 address, ""IPv6"" if IP is a valid IPv6 address or ""Neither"" if IP is not a correct IP of any type. A valid IPv4 address is an IP in the form ""x1.x2.x3.x4"" where 0 <= xi <= 255 and xi cannot contain leading zeros. For example, ""192.168.1.1"" and ""192.168.1.0"" are valid IPv4 addresses while ""192.168.01.1"", ""192.168.1.00"", and ""192.168@1.1"" are invalid IPv4 addresses. A valid IPv6 address is an IP in the form ""x1:x2:x3:x4:x5:x6:x7:x8"" where:  1 <= xi.length <= 4 xi is a hexadecimal string which may contain digits, lowercase English letter ('a' to 'f') and upper-case English letters ('A' to 'F'). Leading zeros are allowed in xi.  For example, ""2001:0db8:85a3:0000:0000:8a2e:0370:7334"" and ""2001:db8:85a3:0:0:8A2E:0370:7334"" are valid IPv6 addresses, while ""2001:0db8:85a3::8A2E:037j:7334"" and ""02001:0db8:85a3:0000:0000:8a2e:0370:7334"" are invalid IPv6 addresses.  ",validate-ip-address,Validate IP Address,String,2
"Serialization is converting a data structure or object into a sequence of bits so that it can be stored in a file or memory buffer, or transmitted across a network connection link to be reconstructed later in the same or another computer environment. Design an algorithm to serialize and deserialize a binary search tree. There is no restriction on how your serialization/deserialization algorithm should work. You need to ensure that a binary search tree can be serialized to a string, and this string can be deserialized to the original tree structure. The encoded string should be as compact as possible.  ",serialize-and-deserialize-bst,Serialize and Deserialize BST,"String, Tree, Depth-First Search, Breadth-First Search, Design, Binary Search Tree, Binary Tree",2
"Given an array nums of n integers where nums[i] is in the range [1, n], return an array of all the integers in the range [1, n] that do not appear in nums.  ",find-all-numbers-disappeared-in-an-array,Find All Numbers Disappeared in an Array,"Array, Hash Table",2
"Given an array of intervals intervals where intervals[i] = [starti, endi], return the minimum number of intervals you need to remove to make the rest of the intervals non-overlapping.  ",non-overlapping-intervals,Non-overlapping Intervals,"Array, Dynamic Programming, Greedy, Sorting",2
"Given a string s and an integer k, return the length of the longest substring of s such that the frequency of each character in this substring is greater than or equal to k.  ",longest-substring-with-at-least-k-repeating-characters,Longest Substring with At Least K Repeating Characters,"Hash Table, String, Divide and Conquer, Sliding Window",2
"Given a singly linked list, return a random node's value from the linked list. Each node must have the same probability of being chosen. Implement the Solution class:  Solution(ListNode head) Initializes the object with the head of the singly-linked list head. int getRandom() Chooses a node randomly from the list and returns its value. All the nodes of the list should be equally likely to be chosen.   ",linked-list-random-node,Linked List Random Node,"Linked List, Math, Reservoir Sampling, Randomized",2
"Given an array of distinct integers nums and a target integer target, return the number of possible combinations that add up to target. The test cases are generated so that the answer can fit in a 32-bit integer.  ",combination-sum-iv,Combination Sum IV,"Array, Dynamic Programming",2
"Given a data stream input of non-negative integers a1, a2, ..., an, summarize the numbers seen so far as a list of disjoint intervals. Implement the SummaryRanges class:  SummaryRanges() Initializes the object with an empty stream. void addNum(int value) Adds the integer value to the stream. int[][] getIntervals() Returns a summary of the integers in the stream currently as a list of disjoint intervals [starti, endi]. The answer should be sorted by starti.   ",data-stream-as-disjoint-intervals,Data Stream as Disjoint Intervals,"Binary Search, Design, Ordered Set",2
"Given two integer arrays nums1 and nums2, return an array of their intersection. Each element in the result must be unique and you may return the result in any order.  ",intersection-of-two-arrays,Intersection of Two Arrays,"Array, Hash Table, Two Pointers, Binary Search, Sorting",2
"You are given a 0-indexed array of unique strings words. A palindrome pair is a pair of integers (i, j) such that:  0 <= i, j < words.length, i != j, and words[i] + words[j] (the concatenation of the two strings) is a palindrome.  Return an array of all the palindrome pairs of words.  ",palindrome-pairs,Palindrome Pairs,"Array, Hash Table, String, Trie",2
"You are playing the following Nim Game with your friend:  Initially, there is a heap of stones on the table. You and your friend will alternate taking turns, and you go first. On each turn, the person whose turn it is will remove 1 to 3 stones from the heap. The one who removes the last stone is the winner.  Given n, the number of stones in the heap, return true if you can win the game assuming both you and your friend play optimally, otherwise return false.  ",nim-game,Nim Game,"Math, Brainteaser, Game Theory",2
"Design an iterator that supports the peek operation on an existing iterator in addition to the hasNext and the next operations. Implement the PeekingIterator class:  PeekingIterator(Iterator<int> nums) Initializes the object with the given integer iterator iterator. int next() Returns the next element in the array and moves the pointer to the next element. boolean hasNext() Returns true if there are still elements in the array. int peek() Returns the next element in the array without moving the pointer.  Note: Each language may have a different implementation of the constructor and Iterator, but they all support the int next() and boolean hasNext() functions.  ",peeking-iterator,Peeking Iterator,"Array, Design, Iterator",2
"Given an integer n, return the least number of perfect square numbers that sum to n. A perfect square is an integer that is the square of an integer; in other words, it is the product of some integer with itself. For example, 1, 4, 9, and 16 are perfect squares while 3 and 11 are not.  ",perfect-squares,Perfect Squares,"Math, Dynamic Programming, Breadth-First Search",2
"An ugly number is a positive integer whose prime factors are limited to 2, 3, and 5. Given an integer n, return the nth ugly number.  ",ugly-number-ii,Ugly Number II,"Hash Table, Math, Dynamic Programming, Heap (Priority Queue)",2
"Given the root of a binary tree, return all root-to-leaf paths in any order. A leaf is a node with no children.  ",binary-tree-paths,Binary Tree Paths,"String, Backtracking, Tree, Depth-First Search, Binary Tree",2
"Given a binary search tree (BST), find the lowest common ancestor (LCA) node of two given nodes in the BST. According to the definition of LCA on Wikipedia: “The lowest common ancestor is defined between two nodes p and q as the lowest node in T that has both p and q as descendants (where we allow a node to be a descendant of itself).”  ",lowest-common-ancestor-of-a-binary-search-tree,Lowest Common Ancestor of a Binary Search Tree,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",2
"Given the root of a binary search tree, and an integer k, return the kth smallest value (1-indexed) of all the values of the nodes in the tree.  ",kth-smallest-element-in-a-bst,Kth Smallest Element in a BST,"Tree, Depth-First Search, Binary Search Tree, Binary Tree",2
"Given an integer array nums and an integer k, return true if there are two distinct indices i and j in the array such that nums[i] == nums[j] and abs(i - j) <= k.  ",contains-duplicate-ii,Contains Duplicate II,"Array, Hash Table, Sliding Window",2
"Given the root of a binary tree, imagine yourself standing on the right side of it, return the values of the nodes you can see ordered from top to bottom.  ",binary-tree-right-side-view,Binary Tree Right Side View,"Tree, Depth-First Search, Breadth-First Search, Binary Tree",2
"Reverse bits of a given 32 bits unsigned integer. Note:  Note that in some languages, such as Java, there is no unsigned integer type. In this case, both input and output will be given as a signed integer type. They should not affect your implementation, as the integer's internal binary representation is the same, whether it is signed or unsigned. In Java, the compiler represents the signed integers using 2's complement notation. Therefore, in Example 2 above, the input represents the signed integer -3 and the output represents the signed integer -1073741825.   ",reverse-bits,Reverse Bits,"Divide and Conquer, Bit Manipulation",2
"Given a 1-indexed array of integers numbers that is already sorted in non-decreasing order, find two numbers such that they add up to a specific target number. Let these two numbers be numbers[index1] and numbers[index2] where 1 <= index1 < index2 <= numbers.length. Return the indices of the two numbers, index1 and index2, added by one as an integer array [index1, index2] of length 2. The tests are generated such that there is exactly one solution. You may not use the same element twice. Your solution must use only constant extra space.  ",two-sum-ii-input-array-is-sorted,Two Sum II - Input Array Is Sorted,"Array, Two Pointers, Binary Search",2
"A peak element is an element that is strictly greater than its neighbors. Given a 0-indexed integer array nums, find a peak element, and return its index. If the array contains multiple peaks, return the index to any of the peaks. You may imagine that nums[-1] = nums[n] = -∞. In other words, an element is always considered to be strictly greater than a neighbor that is outside the array. You must write an algorithm that runs in O(log n) time.  ",find-peak-element,Find Peak Element,"Array, Binary Search",2
"You are given an array of strings tokens that represents an arithmetic expression in a Reverse Polish Notation. Evaluate the expression. Return an integer that represents the value of the expression. Note that:  The valid operators are '+', '-', '*', and '/'. Each operand may be an integer or another expression. The division between two integers always truncates toward zero. There will not be any division by zero. The input represents a valid arithmetic expression in a reverse polish notation. The answer and all the intermediate calculations can be represented in a 32-bit integer.   ",evaluate-reverse-polish-notation,Evaluate Reverse Polish Notation,"Array, Math, Stack",2
"Given the head of a linked list, return the node where the cycle begins. If there is no cycle, return null. There is a cycle in a linked list if there is some node in the list that can be reached again by continuously following the next pointer. Internally, pos is used to denote the index of the node that tail's next pointer is connected to (0-indexed). It is -1 if there is no cycle. Note that pos is not passed as a parameter. Do not modify the linked list.  ",linked-list-cycle-ii,Linked List Cycle II,"Hash Table, Linked List, Two Pointers",2
"A transformation sequence from word beginWord to word endWord using a dictionary wordList is a sequence of words beginWord -> s1 -> s2 -> ... -> sk such that:  Every adjacent pair of words differs by a single letter. Every si for 1 <= i <= k is in wordList. Note that beginWord does not need to be in wordList. sk == endWord  Given two words, beginWord and endWord, and a dictionary wordList, return all the shortest transformation sequences from beginWord to endWord, or an empty list if no such sequence exists. Each sequence should be returned as a list of the words [beginWord, s1, s2, ..., sk].  ",word-ladder-ii,Word Ladder II,"Hash Table, String, Backtracking, Breadth-First Search",2
"Given an integer rowIndex, return the rowIndexth (0-indexed) row of the Pascal's triangle. In Pascal's triangle, each number is the sum of the two numbers directly above it as shown:   ",pascals-triangle-ii,Pascal's Triangle II,"Array, Dynamic Programming",2
"Given the root of a binary tree and an integer targetSum, return all root-to-leaf paths where the sum of the node values in the path equals targetSum. Each path should be returned as a list of the node values, not node references. A root-to-leaf path is a path starting from the root and ending at any leaf node. A leaf is a node with no children.  ",path-sum-ii,Path Sum II,"Backtracking, Tree, Depth-First Search, Binary Tree",2
"Given an integer array nums where the elements are sorted in ascending order, convert it to a height-balanced binary search tree.  ",convert-sorted-array-to-binary-search-tree,Convert Sorted Array to Binary Search Tree,"Array, Divide and Conquer, Tree, Binary Search Tree, Binary Tree",2
"Given the head of a sorted linked list, delete all duplicates such that each element appears only once. Return the linked list sorted as well.  ",remove-duplicates-from-sorted-list,Remove Duplicates from Sorted List,Linked List,2
"Given the head of a sorted linked list, delete all nodes that have duplicate numbers, leaving only distinct numbers from the original list. Return the linked list sorted as well.  ",remove-duplicates-from-sorted-list-ii,Remove Duplicates from Sorted List II,"Linked List, Two Pointers",2
"Given two integers n and k, return all possible combinations of k numbers chosen from the range [1, n]. You may return the answer in any order.  ",combinations,Combinations,Backtracking,2
"You are given an m x n integer array grid. There is a robot initially located at the top-left corner (i.e., grid[0][0]). The robot tries to move to the bottom-right corner (i.e., grid[m - 1][n - 1]). The robot can only move either down or right at any point in time. An obstacle and space are marked as 1 or 0 respectively in grid. A path that the robot takes cannot include any square that is an obstacle. Return the number of possible unique paths that the robot can take to reach the bottom-right corner. The testcases are generated so that the answer will be less than or equal to 2 * 109.  ",unique-paths-ii,Unique Paths II,"Array, Dynamic Programming, Matrix",2
"Given a string s consisting of words and spaces, return the length of the last word in the string. A word is a maximal substring consisting of non-space characters only.  ",length-of-last-word,Length of Last Word,String,2
"You are given a 0-indexed array of integers nums of length n. You are initially positioned at nums[0]. Each element nums[i] represents the maximum length of a forward jump from index i. In other words, if you are at nums[i], you can jump to any nums[i + j] where:  0 <= j <= nums[i] and i + j < n  Return the minimum number of jumps to reach nums[n - 1]. The test cases are generated such that you can reach nums[n - 1].  ",jump-game-ii,Jump Game II,"Array, Dynamic Programming, Greedy",2
"Given a string containing just the characters '(' and ')', return the length of the longest valid (well-formed) parentheses substring.  ",longest-valid-parentheses,Longest Valid Parentheses,"String, Dynamic Programming, Stack",2
"You are given a string s and an array of strings words. All the strings of words are of the same length. A concatenated substring in s is a substring that contains all the strings of any permutation of words concatenated.  For example, if words = [""ab"",""cd"",""ef""], then ""abcdef"", ""abefcd"", ""cdabef"", ""cdefab"", ""efabcd"", and ""efcdab"" are all concatenated strings. ""acdbef"" is not a concatenated substring because it is not the concatenation of any permutation of words.  Return the starting indices of all the concatenated substrings in s. You can return the answer in any order.  ",substring-with-concatenation-of-all-words,Substring with Concatenation of All Words,"Hash Table, String, Sliding Window",2
"Given an integer array nums and an integer val, remove all occurrences of val in nums in-place. The order of the elements may be changed. Then return the number of elements in nums which are not equal to val. Consider the number of elements in nums which are not equal to val be k, to get accepted, you need to do the following things:  Change the array nums such that the first k elements of nums contain the elements which are not equal to val. The remaining elements of nums are not important as well as the size of nums. Return k.  Custom Judge: The judge will test your solution with the following code:  int[] nums = [...]; // Input array int val = ...; // Value to remove int[] expectedNums = [...]; // The expected answer with correct length.                             // It is sorted with no values equaling val.  int k = removeElement(nums, val); // Calls your implementation  assert k == expectedNums.length; sort(nums, 0, k); // Sort the first k elements of nums for (int i = 0; i < actualLength; i++) {     assert nums[i] == expectedNums[i]; }  If all assertions pass, then your solution will be accepted.  ",remove-element,Remove Element,"Array, Two Pointers",2
"Given a signed 32-bit integer x, return x with its digits reversed. If reversing x causes the value to go outside the signed 32-bit integer range [-231, 231 - 1], then return 0. Assume the environment does not allow you to store 64-bit integers (signed or unsigned).  ",reverse-integer,Reverse Integer,Math,2
"You are given an array nums of positive integers. In one operation, you can choose any number from nums and reduce it to exactly half the number. (Note that you may choose this reduced number in future operations.) Return the minimum number of operations to reduce the sum of nums by at least half.  ",minimum-operations-to-halve-array-sum,Minimum Operations to Halve Array Sum,"Array, Greedy, Heap (Priority Queue)",1
"You are given an integer array nums consisting of 2 * n integers. You need to divide nums into n pairs such that:  Each element belongs to exactly one pair. The elements present in a pair are equal.  Return true if nums can be divided into n pairs, otherwise return false.  ",divide-array-into-equal-pairs,Divide Array Into Equal Pairs,"Array, Hash Table, Bit Manipulation, Counting",1
"You are given the head of a linked list, which contains a series of integers separated by 0's. The beginning and end of the linked list will have Node.val == 0. For every two consecutive 0's, merge all the nodes lying in between them into a single node whose value is the sum of all the merged nodes. The modified list should not contain any 0's. Return the head of the modified linked list.  ",merge-nodes-in-between-zeros,Merge Nodes in Between Zeros,"Linked List, Simulation",1
"Given a string s consisting of only the characters 'a' and 'b', return true if every 'a' appears before every 'b' in the string. Otherwise, return false.  ",check-if-all-as-appears-before-all-bs,Check if All A's Appears Before All B's,String,1
"Given an integer n, return true if n has exactly three positive divisors. Otherwise, return false. An integer m is a divisor of n if there exists an integer k such that n = k * m.  ",three-divisors,Three Divisors,Math,1
"You are given a string s consisting of lowercase English letters, and an integer k. First, convert s into an integer by replacing each letter with its position in the alphabet (i.e., replace 'a' with 1, 'b' with 2, ..., 'z' with 26). Then, transform the integer by replacing it with the sum of its digits. Repeat the transform operation k times in total. For example, if s = ""zbax"" and k = 2, then the resulting integer would be 8 by the following operations:  Convert: ""zbax"" ➝ ""(26)(2)(1)(24)"" ➝ ""262124"" ➝ 262124 Transform #1: 262124 ➝ 2 + 6 + 2 + 1 + 2 + 4 ➝ 17 Transform #2: 17 ➝ 1 + 7 ➝ 8  Return the resulting integer after performing the operations described above.  ",sum-of-digits-of-string-after-convert,Sum of Digits of String After Convert,"String, Simulation",1
"There is an undirected star graph consisting of n nodes labeled from 1 to n. A star graph is a graph where there is one center node and exactly n - 1 edges that connect the center node with every other node. You are given a 2D integer array edges where each edges[i] = [ui, vi] indicates that there is an edge between the nodes ui and vi. Return the center of the given star graph.  ",find-center-of-star-graph,Find Center of Star Graph,Graph,1
"Given n points on a 2D plane where points[i] = [xi, yi], Return the widest vertical area between two points such that no points are inside the area. A vertical area is an area of fixed-width extending infinitely along the y-axis (i.e., infinite height). The widest vertical area is the one with the maximum width. Note that points on the edge of a vertical area are not considered included in the area.  ",widest-vertical-area-between-two-points-containing-no-points,Widest Vertical Area Between Two Points Containing No Points,"Array, Sorting",1
"There are numBottles water bottles that are initially full of water. You can exchange numExchange empty water bottles from the market with one full water bottle. The operation of drinking a full water bottle turns it into an empty bottle. Given the two integers numBottles and numExchange, return the maximum number of water bottles you can drink.  ",water-bottles,Water Bottles,"Math, Simulation",1
"You are given an alphanumeric string s. (Alphanumeric string is a string consisting of lowercase English letters and digits). You have to find a permutation of the string where no letter is followed by another letter and no digit is followed by another digit. That is, no two adjacent characters have the same type. Return the reformatted string or return an empty string if it is impossible to reformat the string.  ",reformat-the-string,Reformat The String,String,1
"A happy string is a string that:  consists only of letters of the set ['a', 'b', 'c']. s[i] != s[i + 1] for all values of i from 1 to s.length - 1 (string is 1-indexed).  For example, strings ""abc"", ""ac"", ""b"" and ""abcbabcbcb"" are all happy strings and strings ""aa"", ""baa"" and ""ababbc"" are not happy strings. Given two integers n and k, consider a list of all happy strings of length n sorted in lexicographical order. Return the kth string of this list or return an empty string if there are less than k happy strings of length n.  ",the-k-th-lexicographical-string-of-all-happy-strings-of-length-n,The k-th Lexicographical String of All Happy Strings of Length n,"String, Backtracking",1
"Given an array of integers arr, a lucky integer is an integer that has a frequency in the array equal to its value. Return the largest lucky integer in the array. If there is no lucky integer return -1.  ",find-lucky-integer-in-an-array,Find Lucky Integer in an Array,"Array, Hash Table, Counting",1
"Given the string s, return the size of the longest substring containing each vowel an even number of times. That is, 'a', 'e', 'i', 'o', and 'u' must appear an even number of times.  ",find-the-longest-substring-containing-vowels-in-even-counts,Find the Longest Substring Containing Vowels in Even Counts,"Hash Table, String, Bit Manipulation, Prefix Sum",1
"Given a string s. Return all the words vertically in the same order in which they appear in s. Words are returned as a list of strings, complete with spaces when is necessary. (Trailing spaces are not allowed). Each word would be put on only one column and that in one column there will be only one word.  ",print-words-vertically,Print Words Vertically,"Array, String, Simulation",1
"There is a room with n bulbs labeled from 1 to n that all are turned on initially, and four buttons on the wall. Each of the four buttons has a different functionality where:  Button 1: Flips the status of all the bulbs. Button 2: Flips the status of all the bulbs with even labels (i.e., 2, 4, ...). Button 3: Flips the status of all the bulbs with odd labels (i.e., 1, 3, ...). Button 4: Flips the status of all the bulbs with a label j = 3k + 1 where k = 0, 1, 2, ... (i.e., 1, 4, 7, 10, ...).  You must make exactly presses button presses in total. For each press, you may pick any of the four buttons to press. Given the two integers n and presses, return the number of different possible statuses after performing all presses button presses.  ",bulb-switcher-ii,Bulb Switcher II,"Math, Bit Manipulation, Depth-First Search, Breadth-First Search",1
